Gene	KO_ID
TOBG-MED-715_830	K03217
TOBG-MED-715_831	K03978
TOBG-MED-715_832	K00930
TOBG-MED-715_833	NA
TOBG-MED-715_834	K00674
TOBG-MED-715_835	K01439
TOBG-MED-715_836	NA
TOBG-MED-715_840	K09760
TOBG-MED-715_841	K06187
TOBG-MED-715_842	K09747
TOBG-MED-715_843	K02343
TOBG-MED-715_844	K04518
TOBG-MED-715_845	K00979
TOBG-MED-715_847	NA
TOBG-MED-715_849	K00297
TOBG-MED-715_851	K00548
TOBG-MED-715_852	K00548
TOBG-MED-715_853	K03657
TOBG-MED-715_854	K02687
TOBG-MED-715_855	K01262
TOBG-MED-715_856	K03631
TOBG-MED-715_857	K05807
TOBG-MED-715_858	K02535
TOBG-MED-715_859	K03590
TOBG-MED-715_86	NA
TOBG-MED-715_860	K03589
TOBG-MED-715_861	K01921
TOBG-MED-715_863	K01924
TOBG-MED-715_864	K02563
TOBG-MED-715_865	NA
TOBG-MED-715_866	NA
TOBG-MED-715_867	NA
TOBG-MED-715_868	K01000
TOBG-MED-715_869	K01929
TOBG-MED-715_870	K01928
TOBG-MED-715_871	NA
TOBG-MED-715_872	NA
TOBG-MED-715_874	K03531
TOBG-MED-715_876	NA
TOBG-MED-715_877	NA
TOBG-MED-715_878	NA
TOBG-MED-715_879	K01679
TOBG-MED-715_88	K03502
TOBG-MED-715_883	NA
TOBG-MED-715_884	K05772
TOBG-MED-715_885	K02014
TOBG-MED-715_886	NA
TOBG-MED-715_888	NA
TOBG-MED-715_89	K03503
TOBG-MED-715_890	NA
TOBG-MED-715_894	K00817
TOBG-MED-715_895	K04517
TOBG-MED-715_898	NA
TOBG-MED-715_9	K09919
TOBG-MED-715_90	NA
TOBG-MED-715_900	K01586
TOBG-MED-715_901	K01755
TOBG-MED-715_902	NA
TOBG-MED-715_904	K03521
TOBG-MED-715_905	K00798
TOBG-MED-715_907	K14448
TOBG-MED-715_908	K14446
TOBG-MED-715_909	K01662
TOBG-MED-715_91	K07059
TOBG-MED-715_910	NA
TOBG-MED-715_912	K06045
TOBG-MED-715_913	NA
TOBG-MED-715_915	K03575
TOBG-MED-715_918	K03529
TOBG-MED-715_92	K18702
TOBG-MED-715_920	K02108
TOBG-MED-715_922	NA
TOBG-MED-715_924	K02204
TOBG-MED-715_926	NA
TOBG-MED-715_927	NA
TOBG-MED-715_929	K01733
TOBG-MED-715_93	K03695
TOBG-MED-715_930	K14998
TOBG-MED-715_931	K02276
TOBG-MED-715_932	K02258
TOBG-MED-715_933	K02257
TOBG-MED-715_934	K02256
TOBG-MED-715_935	K02275
TOBG-MED-715_936	K03568
TOBG-MED-715_938	K01919
TOBG-MED-715_939	K09761
TOBG-MED-715_94	K00020
TOBG-MED-715_941	NA
TOBG-MED-715_943	NA
TOBG-MED-715_944	NA
TOBG-MED-715_945	K09778
TOBG-MED-715_947	NA
TOBG-MED-715_948	NA
TOBG-MED-715_950	K03497
TOBG-MED-715_951	K03496
TOBG-MED-715_952	K03501
TOBG-MED-715_953	K03495
TOBG-MED-715_955	K03320
TOBG-MED-715_956	K01920
TOBG-MED-715_958	K03466
TOBG-MED-715_959	NA
TOBG-MED-715_961	K07157
TOBG-MED-715_963	K12452
TOBG-MED-715_966	K17804
TOBG-MED-715_968	NA
TOBG-MED-715_969	K03667
TOBG-MED-715_97	K03499
TOBG-MED-715_970	NA
TOBG-MED-715_971	NA
TOBG-MED-715_973	K00215
TOBG-MED-715_974	K03686
TOBG-MED-715_975	K04043
TOBG-MED-715_977	K03687
TOBG-MED-715_979	K00989
TOBG-MED-715_98	NA
TOBG-MED-715_980	K02428
TOBG-MED-715_981	NA
TOBG-MED-715_984	NA
TOBG-MED-715_987	K01869
TOBG-MED-715_989	NA
TOBG-MED-715_99	K13598
TOBG-MED-715_992	K06287
TOBG-MED-715_993	K01599
TOBG-MED-715_994	K01772
TOBG-MED-715_996	K03628
TOBG-MED-715_997	K01142
TOBG-MED-718_1044	K02109
TOBG-MED-718_1066	K07304
TOBG-MED-718_118	K01866
TOBG-MED-718_119	NA
TOBG-MED-718_120	NA
TOBG-MED-718_14	K03305
TOBG-MED-718_140	NA
TOBG-MED-718_156	NA
TOBG-MED-718_171	NA
TOBG-MED-718_172	K02358
TOBG-MED-718_173	K03073
TOBG-MED-718_177	K02864
TOBG-MED-718_179	K03043
TOBG-MED-718_18	K01255
TOBG-MED-718_180	K03046
TOBG-MED-718_183	K02355
TOBG-MED-718_193	NA
TOBG-MED-718_20	K01873
TOBG-MED-718_205	K03076
TOBG-MED-718_212	K03086
TOBG-MED-718_249	NA
TOBG-MED-718_257	K02956
TOBG-MED-718_266	NA
TOBG-MED-718_271	NA
TOBG-MED-718_276	NA
TOBG-MED-718_277	NA
TOBG-MED-718_280	K10805
TOBG-MED-718_285	K15778
TOBG-MED-718_303	K00600
TOBG-MED-718_305	NA
TOBG-MED-718_306	NA
TOBG-MED-718_321	NA
TOBG-MED-718_328	K02469
TOBG-MED-718_333	K00945
TOBG-MED-718_34	K02337
TOBG-MED-718_341	K02887
TOBG-MED-718_343	K01890
TOBG-MED-718_369	K01092
TOBG-MED-718_394	K07729
TOBG-MED-718_409	K02014
TOBG-MED-718_418	K03770
TOBG-MED-718_42	K11749
TOBG-MED-718_43	K00099
TOBG-MED-718_45	K02838
TOBG-MED-718_452	K01868
TOBG-MED-718_505	K01875
TOBG-MED-718_506	NA
TOBG-MED-718_524	NA
TOBG-MED-718_537	K01241
TOBG-MED-718_538	NA
TOBG-MED-718_539	K02112
TOBG-MED-718_54	K06186
TOBG-MED-718_543	NA
TOBG-MED-718_551	NA
TOBG-MED-718_557	NA
TOBG-MED-718_59	K03979
TOBG-MED-718_597	K09760
TOBG-MED-718_607	NA
TOBG-MED-718_610	K11068
TOBG-MED-718_611	NA
TOBG-MED-718_612	NA
TOBG-MED-718_617	K01682
TOBG-MED-718_619	NA
TOBG-MED-718_63	NA
TOBG-MED-718_632	K03168
TOBG-MED-718_633	K00254
TOBG-MED-718_642	NA
TOBG-MED-718_649	NA
TOBG-MED-718_661	NA
TOBG-MED-718_675	NA
TOBG-MED-718_676	NA
TOBG-MED-718_677	NA
TOBG-MED-718_689	NA
TOBG-MED-718_691	K01563
TOBG-MED-718_703	K01972
TOBG-MED-718_708	K02198
TOBG-MED-718_722	K03704
TOBG-MED-718_753	NA
TOBG-MED-718_754	K00134
TOBG-MED-718_755	K00346
TOBG-MED-718_759	K00350
TOBG-MED-718_773	NA
TOBG-MED-718_774	NA
TOBG-MED-718_775	NA
TOBG-MED-718_78	NA
TOBG-MED-718_79	NA
TOBG-MED-718_80	K15987
TOBG-MED-718_811	NA
TOBG-MED-718_815	NA
TOBG-MED-718_82	K03655
TOBG-MED-718_821	K00554
TOBG-MED-718_855	K01892
TOBG-MED-718_86	K03060
TOBG-MED-718_873	NA
TOBG-MED-718_875	K03640
TOBG-MED-718_876	K03641
TOBG-MED-718_885	K03553
TOBG-MED-718_894	K01775
TOBG-MED-718_899	K03590
TOBG-MED-718_906	K01000
TOBG-MED-718_938	K20034
TOBG-MED-718_941	K02835
TOBG-MED-718_942	K02492
TOBG-MED-718_944	K00948
TOBG-MED-718_947	K06942
TOBG-MED-718_948	NA
TOBG-MED-718_949	NA
TOBG-MED-718_950	K03116
TOBG-MED-718_951	K03688
TOBG-MED-718_952	K03183
TOBG-MED-718_953	K13288
TOBG-MED-718_954	K01113
TOBG-MED-718_955	K06168
TOBG-MED-718_964	NA
TOBG-MED-718_979	K00602
TOBG-MED-718_981	K09761
TOBG-MED-718_985	K03086
TOBG-MED-718_994	K01895
TOBG-MED-719_1	NA
TOBG-MED-719_100	NA
TOBG-MED-719_1000	NA
TOBG-MED-719_1001	NA
TOBG-MED-719_1002	NA
TOBG-MED-719_1003	NA
TOBG-MED-719_1004	NA
TOBG-MED-719_1005	NA
TOBG-MED-719_1006	NA
TOBG-MED-719_1007	NA
TOBG-MED-719_1008	NA
TOBG-MED-719_1009	NA
TOBG-MED-719_101	NA
TOBG-MED-719_1010	K01734
TOBG-MED-719_1011	NA
TOBG-MED-719_1012	NA
TOBG-MED-719_1013	K01130
TOBG-MED-719_1014	NA
TOBG-MED-719_1015	NA
TOBG-MED-719_1016	NA
TOBG-MED-719_1017	NA
TOBG-MED-719_1018	NA
TOBG-MED-719_1019	NA
TOBG-MED-719_102	NA
TOBG-MED-719_1021	NA
TOBG-MED-719_1022	K02426
TOBG-MED-719_1023	K00099
TOBG-MED-719_1024	K00981
TOBG-MED-719_1025	K00806
TOBG-MED-719_1026	K01939
TOBG-MED-719_1027	NA
TOBG-MED-719_1028	NA
TOBG-MED-719_1029	K01992
TOBG-MED-719_103	NA
TOBG-MED-719_1030	K01990
TOBG-MED-719_1031	NA
TOBG-MED-719_1032	NA
TOBG-MED-719_1034	K09977
TOBG-MED-719_1035	NA
TOBG-MED-719_1036	NA
TOBG-MED-719_1037	K03305
TOBG-MED-719_1038	NA
TOBG-MED-719_1039	NA
TOBG-MED-719_104	K07046
TOBG-MED-719_1040	NA
TOBG-MED-719_1041	NA
TOBG-MED-719_1042	NA
TOBG-MED-719_1044	NA
TOBG-MED-719_1045	NA
TOBG-MED-719_1046	NA
TOBG-MED-719_1047	NA
TOBG-MED-719_1048	NA
TOBG-MED-719_105	NA
TOBG-MED-719_1050	NA
TOBG-MED-719_1051	NA
TOBG-MED-719_1052	NA
TOBG-MED-719_1053	NA
TOBG-MED-719_1054	K09701
TOBG-MED-719_1055	K00574
TOBG-MED-719_1056	NA
TOBG-MED-719_1058	NA
TOBG-MED-719_106	NA
TOBG-MED-719_1060	NA
TOBG-MED-719_1062	K00574
TOBG-MED-719_1065	NA
TOBG-MED-719_1066	K00574
TOBG-MED-719_1067	NA
TOBG-MED-719_1068	K00793
TOBG-MED-719_1069	K04771
TOBG-MED-719_107	K00477
TOBG-MED-719_1070	K13993
TOBG-MED-719_1071	K02510
TOBG-MED-719_1072	NA
TOBG-MED-719_1073	K01053
TOBG-MED-719_1074	K07003
TOBG-MED-719_1075	K00091
TOBG-MED-719_1076	K22905
TOBG-MED-719_1077	K06168
TOBG-MED-719_1078	NA
TOBG-MED-719_1079	NA
TOBG-MED-719_108	K12942
TOBG-MED-719_1080	NA
TOBG-MED-719_1081	NA
TOBG-MED-719_1082	NA
TOBG-MED-719_1083	NA
TOBG-MED-719_1084	K07114
TOBG-MED-719_1085	K07114
TOBG-MED-719_1086	NA
TOBG-MED-719_1087	NA
TOBG-MED-719_1088	K03924
TOBG-MED-719_1089	K23010
TOBG-MED-719_109	NA
TOBG-MED-719_1090	K07164
TOBG-MED-719_1091	NA
TOBG-MED-719_1092	K02483
TOBG-MED-719_1093	K00428
TOBG-MED-719_1094	K03631
TOBG-MED-719_1095	K06167
TOBG-MED-719_1096	NA
TOBG-MED-719_1097	NA
TOBG-MED-719_1098	NA
TOBG-MED-719_1099	NA
TOBG-MED-719_11	K03773
TOBG-MED-719_110	NA
TOBG-MED-719_1100	NA
TOBG-MED-719_1102	NA
TOBG-MED-719_1103	NA
TOBG-MED-719_1104	NA
TOBG-MED-719_1105	NA
TOBG-MED-719_1106	K01126
TOBG-MED-719_1107	K14682
TOBG-MED-719_1108	K01736
TOBG-MED-719_1109	NA
TOBG-MED-719_111	NA
TOBG-MED-719_1110	K18106
TOBG-MED-719_1111	NA
TOBG-MED-719_1112	K01756
TOBG-MED-719_1113	NA
TOBG-MED-719_1114	NA
TOBG-MED-719_1115	NA
TOBG-MED-719_1116	NA
TOBG-MED-719_1117	NA
TOBG-MED-719_1118	NA
TOBG-MED-719_1119	NA
TOBG-MED-719_112	NA
TOBG-MED-719_1120	NA
TOBG-MED-719_1121	NA
TOBG-MED-719_1122	K00057
TOBG-MED-719_1123	K08591
TOBG-MED-719_1124	K03545
TOBG-MED-719_1125	NA
TOBG-MED-719_1126	NA
TOBG-MED-719_1127	NA
TOBG-MED-719_1128	K00331
TOBG-MED-719_1129	NA
TOBG-MED-719_113	NA
TOBG-MED-719_1130	K00333
TOBG-MED-719_1132	K00337
TOBG-MED-719_1133	K00339
TOBG-MED-719_1134	K00340
TOBG-MED-719_1135	K00341
TOBG-MED-719_1136	NA
TOBG-MED-719_1137	NA
TOBG-MED-719_1138	K00343
TOBG-MED-719_1139	NA
TOBG-MED-719_114	NA
TOBG-MED-719_1140	NA
TOBG-MED-719_1141	NA
TOBG-MED-719_1142	NA
TOBG-MED-719_1143	K19334
TOBG-MED-719_1144	K02355
TOBG-MED-719_1145	NA
TOBG-MED-719_1147	NA
TOBG-MED-719_1148	NA
TOBG-MED-719_1149	NA
TOBG-MED-719_115	NA
TOBG-MED-719_1150	NA
TOBG-MED-719_1152	NA
TOBG-MED-719_1153	NA
TOBG-MED-719_1154	K05820
TOBG-MED-719_1155	K03722
TOBG-MED-719_1156	NA
TOBG-MED-719_1157	NA
TOBG-MED-719_1158	K08978
TOBG-MED-719_1159	NA
TOBG-MED-719_116	K01130
TOBG-MED-719_1160	K06330
TOBG-MED-719_1161	NA
TOBG-MED-719_1162	NA
TOBG-MED-719_1163	NA
TOBG-MED-719_1164	K03924
TOBG-MED-719_1165	NA
TOBG-MED-719_1166	NA
TOBG-MED-719_1167	K00817
TOBG-MED-719_1168	K06873
TOBG-MED-719_1169	NA
TOBG-MED-719_117	NA
TOBG-MED-719_1170	NA
TOBG-MED-719_1171	NA
TOBG-MED-719_1172	NA
TOBG-MED-719_1173	K01657
TOBG-MED-719_1174	NA
TOBG-MED-719_1175	NA
TOBG-MED-719_1176	K06969
TOBG-MED-719_1177	NA
TOBG-MED-719_1178	NA
TOBG-MED-719_1179	NA
TOBG-MED-719_118	NA
TOBG-MED-719_1180	NA
TOBG-MED-719_1181	NA
TOBG-MED-719_1182	NA
TOBG-MED-719_1183	NA
TOBG-MED-719_1184	K02004
TOBG-MED-719_1185	NA
TOBG-MED-719_1186	NA
TOBG-MED-719_1187	K07391
TOBG-MED-719_1188	K00014
TOBG-MED-719_1189	K02654
TOBG-MED-719_119	NA
TOBG-MED-719_1190	NA
TOBG-MED-719_1191	K03786
TOBG-MED-719_1192	K01006
TOBG-MED-719_1193	K22205
TOBG-MED-719_1194	K05516
TOBG-MED-719_1195	K07052
TOBG-MED-719_1196	NA
TOBG-MED-719_1197	NA
TOBG-MED-719_1198	NA
TOBG-MED-719_1199	NA
TOBG-MED-719_12	K07738
TOBG-MED-719_120	NA
TOBG-MED-719_1200	NA
TOBG-MED-719_1201	NA
TOBG-MED-719_1202	NA
TOBG-MED-719_1203	NA
TOBG-MED-719_1204	NA
TOBG-MED-719_1205	K07150
TOBG-MED-719_1206	NA
TOBG-MED-719_1207	NA
TOBG-MED-719_1208	NA
TOBG-MED-719_1209	NA
TOBG-MED-719_1210	K01439
TOBG-MED-719_1211	NA
TOBG-MED-719_1212	NA
TOBG-MED-719_1213	NA
TOBG-MED-719_1214	NA
TOBG-MED-719_1215	NA
TOBG-MED-719_1216	K01870
TOBG-MED-719_1217	K21883
TOBG-MED-719_1218	K06147
TOBG-MED-719_122	NA
TOBG-MED-719_1220	NA
TOBG-MED-719_1221	NA
TOBG-MED-719_1222	K02825
TOBG-MED-719_1223	K00609
TOBG-MED-719_1224	NA
TOBG-MED-719_1225	K01679
TOBG-MED-719_1226	K03687
TOBG-MED-719_1227	K13542
TOBG-MED-719_1228	NA
TOBG-MED-719_1229	K01480
TOBG-MED-719_123	NA
TOBG-MED-719_1230	K00681
TOBG-MED-719_1231	NA
TOBG-MED-719_1232	NA
TOBG-MED-719_1233	NA
TOBG-MED-719_1234	NA
TOBG-MED-719_1235	NA
TOBG-MED-719_1236	K09933
TOBG-MED-719_1237	NA
TOBG-MED-719_1238	NA
TOBG-MED-719_1239	NA
TOBG-MED-719_124	NA
TOBG-MED-719_1240	K01665
TOBG-MED-719_1241	NA
TOBG-MED-719_1242	NA
TOBG-MED-719_1243	K22390
TOBG-MED-719_1244	K07106
TOBG-MED-719_1245	NA
TOBG-MED-719_1246	K00059
TOBG-MED-719_1247	NA
TOBG-MED-719_1248	K10441
TOBG-MED-719_1249	K10440
TOBG-MED-719_125	NA
TOBG-MED-719_1250	K09007
TOBG-MED-719_1251	NA
TOBG-MED-719_1252	NA
TOBG-MED-719_1253	NA
TOBG-MED-719_1254	NA
TOBG-MED-719_1255	K01008
TOBG-MED-719_1256	NA
TOBG-MED-719_1257	K02495
TOBG-MED-719_1258	NA
TOBG-MED-719_1259	NA
TOBG-MED-719_126	NA
TOBG-MED-719_1260	NA
TOBG-MED-719_1261	NA
TOBG-MED-719_1262	NA
TOBG-MED-719_1263	NA
TOBG-MED-719_1264	NA
TOBG-MED-719_1265	K03430
TOBG-MED-719_1266	NA
TOBG-MED-719_1267	NA
TOBG-MED-719_1268	NA
TOBG-MED-719_1269	NA
TOBG-MED-719_127	NA
TOBG-MED-719_1270	NA
TOBG-MED-719_1271	NA
TOBG-MED-719_1272	NA
TOBG-MED-719_1273	NA
TOBG-MED-719_1274	NA
TOBG-MED-719_1275	NA
TOBG-MED-719_1276	NA
TOBG-MED-719_1277	NA
TOBG-MED-719_1278	NA
TOBG-MED-719_1279	K07137
TOBG-MED-719_128	NA
TOBG-MED-719_1280	NA
TOBG-MED-719_1282	K02456
TOBG-MED-719_1283	NA
TOBG-MED-719_1284	NA
TOBG-MED-719_1285	NA
TOBG-MED-719_1286	NA
TOBG-MED-719_1287	K00549
TOBG-MED-719_1288	K01733
TOBG-MED-719_1289	K03636
TOBG-MED-719_129	NA
TOBG-MED-719_1290	NA
TOBG-MED-719_1291	NA
TOBG-MED-719_1292	K01892
TOBG-MED-719_1293	K03281
TOBG-MED-719_1294	NA
TOBG-MED-719_1295	NA
TOBG-MED-719_1296	NA
TOBG-MED-719_1297	K02851
TOBG-MED-719_1298	NA
TOBG-MED-719_1299	NA
TOBG-MED-719_13	NA
TOBG-MED-719_130	K03932
TOBG-MED-719_1300	NA
TOBG-MED-719_1301	NA
TOBG-MED-719_1302	NA
TOBG-MED-719_1303	NA
TOBG-MED-719_1304	NA
TOBG-MED-719_1305	NA
TOBG-MED-719_1306	K01953
TOBG-MED-719_1307	NA
TOBG-MED-719_1308	NA
TOBG-MED-719_1309	NA
TOBG-MED-719_131	K03929
TOBG-MED-719_1310	NA
TOBG-MED-719_1311	NA
TOBG-MED-719_1312	K01991
TOBG-MED-719_1313	NA
TOBG-MED-719_1314	K02851
TOBG-MED-719_1315	NA
TOBG-MED-719_1316	NA
TOBG-MED-719_1317	NA
TOBG-MED-719_1318	NA
TOBG-MED-719_1319	NA
TOBG-MED-719_132	NA
TOBG-MED-719_1320	NA
TOBG-MED-719_1321	NA
TOBG-MED-719_1322	NA
TOBG-MED-719_1323	NA
TOBG-MED-719_1324	NA
TOBG-MED-719_1325	K00067
TOBG-MED-719_1326	K01790
TOBG-MED-719_1327	K00973
TOBG-MED-719_1328	K01710
TOBG-MED-719_1329	NA
TOBG-MED-719_133	NA
TOBG-MED-719_1330	K00766
TOBG-MED-719_1331	K07276
TOBG-MED-719_1332	NA
TOBG-MED-719_1333	K01785
TOBG-MED-719_1334	NA
TOBG-MED-719_1335	K04773
TOBG-MED-719_1336	NA
TOBG-MED-719_1337	K01845
TOBG-MED-719_1338	K07447
TOBG-MED-719_1339	NA
TOBG-MED-719_134	NA
TOBG-MED-719_1340	NA
TOBG-MED-719_1341	NA
TOBG-MED-719_1342	K13018
TOBG-MED-719_1343	NA
TOBG-MED-719_1344	NA
TOBG-MED-719_1345	NA
TOBG-MED-719_135	NA
TOBG-MED-719_1353	NA
TOBG-MED-719_1359	NA
TOBG-MED-719_136	K02016
TOBG-MED-719_1362	K13747
TOBG-MED-719_1363	NA
TOBG-MED-719_1364	NA
TOBG-MED-719_1371	NA
TOBG-MED-719_1372	K01990
TOBG-MED-719_1373	NA
TOBG-MED-719_1376	K01669
TOBG-MED-719_1378	NA
TOBG-MED-719_1381	K07483
TOBG-MED-719_1382	NA
TOBG-MED-719_1383	NA
TOBG-MED-719_1384	NA
TOBG-MED-719_1385	NA
TOBG-MED-719_1386	NA
TOBG-MED-719_1387	K01711
TOBG-MED-719_1388	K22252
TOBG-MED-719_1389	NA
TOBG-MED-719_139	NA
TOBG-MED-719_1391	NA
TOBG-MED-719_1392	NA
TOBG-MED-719_1393	NA
TOBG-MED-719_1394	NA
TOBG-MED-719_1395	NA
TOBG-MED-719_1396	NA
TOBG-MED-719_1397	NA
TOBG-MED-719_1398	NA
TOBG-MED-719_1399	NA
TOBG-MED-719_14	K02503
TOBG-MED-719_140	NA
TOBG-MED-719_1400	K02005
TOBG-MED-719_1401	K02003
TOBG-MED-719_1402	K02004
TOBG-MED-719_1403	K02004
TOBG-MED-719_1404	K06940
TOBG-MED-719_1405	NA
TOBG-MED-719_1406	NA
TOBG-MED-719_1407	K07126
TOBG-MED-719_1408	NA
TOBG-MED-719_1409	NA
TOBG-MED-719_141	NA
TOBG-MED-719_1410	NA
TOBG-MED-719_1411	K02520
TOBG-MED-719_1412	NA
TOBG-MED-719_1413	K02066
TOBG-MED-719_1414	NA
TOBG-MED-719_1415	K02067
TOBG-MED-719_1416	NA
TOBG-MED-719_1417	NA
TOBG-MED-719_1418	NA
TOBG-MED-719_1419	NA
TOBG-MED-719_142	NA
TOBG-MED-719_1420	NA
TOBG-MED-719_1421	NA
TOBG-MED-719_1422	NA
TOBG-MED-719_1423	NA
TOBG-MED-719_1424	NA
TOBG-MED-719_1425	K00185
TOBG-MED-719_1426	K00184
TOBG-MED-719_1427	NA
TOBG-MED-719_1428	K00331
TOBG-MED-719_1429	NA
TOBG-MED-719_143	NA
TOBG-MED-719_1430	K00333
TOBG-MED-719_1431	K00334
TOBG-MED-719_1432	NA
TOBG-MED-719_1433	NA
TOBG-MED-719_1434	K00337
TOBG-MED-719_1435	K00338
TOBG-MED-719_1436	K00339
TOBG-MED-719_1437	K00340
TOBG-MED-719_1438	K00341
TOBG-MED-719_1439	NA
TOBG-MED-719_144	NA
TOBG-MED-719_1440	K00343
TOBG-MED-719_1441	K01136
TOBG-MED-719_1442	K06442
TOBG-MED-719_1443	K00858
TOBG-MED-719_1444	K02433
TOBG-MED-719_1445	K02435
TOBG-MED-719_1447	NA
TOBG-MED-719_1448	NA
TOBG-MED-719_1449	K02003
TOBG-MED-719_145	NA
TOBG-MED-719_1450	K02004
TOBG-MED-719_1451	NA
TOBG-MED-719_1452	K09014
TOBG-MED-719_1453	K09013
TOBG-MED-719_1454	K09015
TOBG-MED-719_1455	NA
TOBG-MED-719_1456	K11717
TOBG-MED-719_1457	NA
TOBG-MED-719_1458	NA
TOBG-MED-719_1459	K04084
TOBG-MED-719_146	K02662
TOBG-MED-719_1460	K03424
TOBG-MED-719_1461	K03299
TOBG-MED-719_1462	K00891
TOBG-MED-719_1463	K18979
TOBG-MED-719_1464	NA
TOBG-MED-719_1465	K00700
TOBG-MED-719_1466	K00975
TOBG-MED-719_1467	NA
TOBG-MED-719_1468	K01887
TOBG-MED-719_1469	NA
TOBG-MED-719_147	NA
TOBG-MED-719_1470	NA
TOBG-MED-719_1471	K07056
TOBG-MED-719_1472	K16795
TOBG-MED-719_1473	K18189
TOBG-MED-719_1474	K07003
TOBG-MED-719_1475	NA
TOBG-MED-719_1476	NA
TOBG-MED-719_1477	NA
TOBG-MED-719_1478	NA
TOBG-MED-719_1479	K03699
TOBG-MED-719_148	NA
TOBG-MED-719_1480	NA
TOBG-MED-719_1481	NA
TOBG-MED-719_1482	NA
TOBG-MED-719_1483	K21552
TOBG-MED-719_1484	NA
TOBG-MED-719_1485	NA
TOBG-MED-719_1486	K00826
TOBG-MED-719_1487	K19411
TOBG-MED-719_1488	K19405
TOBG-MED-719_1489	NA
TOBG-MED-719_149	NA
TOBG-MED-719_1490	NA
TOBG-MED-719_1491	K05540
TOBG-MED-719_1492	NA
TOBG-MED-719_1493	NA
TOBG-MED-719_1494	K00940
TOBG-MED-719_1495	NA
TOBG-MED-719_1496	K00848
TOBG-MED-719_1497	K03665
TOBG-MED-719_1498	NA
TOBG-MED-719_1499	NA
TOBG-MED-719_15	NA
TOBG-MED-719_150	NA
TOBG-MED-719_1500	K09001
TOBG-MED-719_1501	K02066
TOBG-MED-719_1502	NA
TOBG-MED-719_1503	K02067
TOBG-MED-719_1504	NA
TOBG-MED-719_1505	K06330
TOBG-MED-719_1506	NA
TOBG-MED-719_1507	NA
TOBG-MED-719_1508	NA
TOBG-MED-719_1509	NA
TOBG-MED-719_151	K12454
TOBG-MED-719_1510	NA
TOBG-MED-719_1511	K06330
TOBG-MED-719_1512	K07404
TOBG-MED-719_1513	NA
TOBG-MED-719_1514	NA
TOBG-MED-719_1515	NA
TOBG-MED-719_1516	NA
TOBG-MED-719_1517	K02112
TOBG-MED-719_1519	K01658
TOBG-MED-719_152	NA
TOBG-MED-719_1520	NA
TOBG-MED-719_1521	K06941
TOBG-MED-719_1522	K00688
TOBG-MED-719_1523	NA
TOBG-MED-719_1524	K02441
TOBG-MED-719_1525	K03564
TOBG-MED-719_1526	NA
TOBG-MED-719_1527	NA
TOBG-MED-719_1528	NA
TOBG-MED-719_153	K02456
TOBG-MED-719_1530	K20509
TOBG-MED-719_1532	K01805
TOBG-MED-719_1533	K03210
TOBG-MED-719_1534	K12257
TOBG-MED-719_1535	K05794
TOBG-MED-719_1536	NA
TOBG-MED-719_1537	K07462
TOBG-MED-719_1538	K01613
TOBG-MED-719_1539	NA
TOBG-MED-719_154	K02879
TOBG-MED-719_1540	NA
TOBG-MED-719_1541	NA
TOBG-MED-719_1542	K03767
TOBG-MED-719_1543	NA
TOBG-MED-719_1544	NA
TOBG-MED-719_1545	NA
TOBG-MED-719_1547	NA
TOBG-MED-719_1548	NA
TOBG-MED-719_1549	NA
TOBG-MED-719_155	K03040
TOBG-MED-719_1550	NA
TOBG-MED-719_1552	K00919
TOBG-MED-719_1553	NA
TOBG-MED-719_1554	K03118
TOBG-MED-719_1556	K03640
TOBG-MED-719_1557	K03641
TOBG-MED-719_1558	K03832
TOBG-MED-719_1559	K03559
TOBG-MED-719_156	K02986
TOBG-MED-719_1560	K03561
TOBG-MED-719_1561	K01126
TOBG-MED-719_1562	K02500
TOBG-MED-719_1563	NA
TOBG-MED-719_1564	K07337
TOBG-MED-719_1565	NA
TOBG-MED-719_1566	NA
TOBG-MED-719_1567	NA
TOBG-MED-719_1568	NA
TOBG-MED-719_1569	K05962
TOBG-MED-719_157	K02948
TOBG-MED-719_1570	NA
TOBG-MED-719_1571	K00645
TOBG-MED-719_1572	NA
TOBG-MED-719_1573	NA
TOBG-MED-719_1574	NA
TOBG-MED-719_1575	K06888
TOBG-MED-719_1576	K03601
TOBG-MED-719_1577	NA
TOBG-MED-719_1578	K01652
TOBG-MED-719_1579	K00428
TOBG-MED-719_158	K02952
TOBG-MED-719_1580	NA
TOBG-MED-719_1581	NA
TOBG-MED-719_1582	NA
TOBG-MED-719_1583	K01626
TOBG-MED-719_1584	K01338
TOBG-MED-719_1585	NA
TOBG-MED-719_1586	NA
TOBG-MED-719_1587	NA
TOBG-MED-719_1588	NA
TOBG-MED-719_1589	NA
TOBG-MED-719_159	K01265
TOBG-MED-719_1590	K00655
TOBG-MED-719_1591	K00945
TOBG-MED-719_1592	K00800
TOBG-MED-719_1593	K04517
TOBG-MED-719_1594	NA
TOBG-MED-719_1595	NA
TOBG-MED-719_1596	NA
TOBG-MED-719_1597	NA
TOBG-MED-719_1598	NA
TOBG-MED-719_1599	NA
TOBG-MED-719_16	K10563
TOBG-MED-719_160	K03076
TOBG-MED-719_1600	K15257
TOBG-MED-719_1601	K18814
TOBG-MED-719_1602	NA
TOBG-MED-719_1603	NA
TOBG-MED-719_1604	K16053
TOBG-MED-719_1606	K00254
TOBG-MED-719_1607	NA
