CDS	DNA	RNA
TOBG-MED-712_7	1	3
TOBG-MED-712_703	1	0
TOBG-MED-712_705	1	0
TOBG-MED-712_709	1	0
TOBG-MED-712_71	1	0
TOBG-MED-712_712	1	10
TOBG-MED-712_713	4	0
TOBG-MED-712_72	1	0
TOBG-MED-712_720	1	0
TOBG-MED-712_734	0.5	0
TOBG-MED-712_738	0.5	0
TOBG-MED-712_74	1	0
TOBG-MED-712_740	0.5	0
TOBG-MED-712_743	1	0
TOBG-MED-712_745	0.5	0
TOBG-MED-712_749	0.5	0
TOBG-MED-712_751	1	0
TOBG-MED-712_753	0.5	0
TOBG-MED-712_755	2	6
TOBG-MED-712_756	2	14
TOBG-MED-712_767	2	1
TOBG-MED-712_769	1	0
TOBG-MED-712_77	1	5
TOBG-MED-712_771	2	0
TOBG-MED-712_772	2	0
TOBG-MED-712_774	1	0
TOBG-MED-712_775	1	7
TOBG-MED-712_776	1	0
TOBG-MED-712_782	2	2
TOBG-MED-712_784	1	0
TOBG-MED-712_788	1	5
TOBG-MED-712_789	1	0
TOBG-MED-712_792	1	0
TOBG-MED-712_795	2	0
TOBG-MED-712_797	2	0
TOBG-MED-712_800	1	7
TOBG-MED-712_804	1	0
TOBG-MED-712_805	8	136
TOBG-MED-712_806	1	0
TOBG-MED-712_807	3	0
TOBG-MED-712_808	1	4
TOBG-MED-712_809	2	0
TOBG-MED-712_810	1	27
TOBG-MED-712_811	2	0
TOBG-MED-712_813	3	0
TOBG-MED-712_816	2	0
TOBG-MED-712_818	1	0
TOBG-MED-712_819	2	0
TOBG-MED-712_82	2	6
TOBG-MED-712_820	3	18
TOBG-MED-712_823	2	0
TOBG-MED-712_824	2	0
TOBG-MED-712_826	1	0
TOBG-MED-712_827	4	0
TOBG-MED-712_828	3	0
TOBG-MED-712_829	2	0
TOBG-MED-712_830	4	0
TOBG-MED-712_831	5	0
TOBG-MED-712_832	7	8
TOBG-MED-712_833	3	5
TOBG-MED-712_834	4	35
TOBG-MED-712_835	3	0
TOBG-MED-712_836	1	10
TOBG-MED-712_84	1	0
TOBG-MED-712_842	1	0
TOBG-MED-712_844	1	0
TOBG-MED-712_848	2	0
TOBG-MED-712_85	1	0
TOBG-MED-712_852	1	0
TOBG-MED-712_861	5	1
TOBG-MED-712_862	3	26
TOBG-MED-712_863	8	23
TOBG-MED-712_864	7	12
TOBG-MED-712_869	1	0
TOBG-MED-712_871	2	0
TOBG-MED-712_879	1	3
TOBG-MED-712_88	1	0
TOBG-MED-712_887	1	0
TOBG-MED-712_888	1	0
TOBG-MED-712_892	1	0
TOBG-MED-712_893	2	11
TOBG-MED-712_894	1	0
TOBG-MED-712_899	1	0
TOBG-MED-712_903	1	0
TOBG-MED-712_905	1	97
TOBG-MED-712_909	2	0
TOBG-MED-712_913	1	0
TOBG-MED-712_914	3	15
TOBG-MED-712_915	2	0
TOBG-MED-712_925	1	39
TOBG-MED-712_93	2	0
TOBG-MED-712_933	1	0
TOBG-MED-712_934	1	10
TOBG-MED-712_936	1	0
TOBG-MED-712_937	1	0
TOBG-MED-712_939	1	14
TOBG-MED-712_94	2	3
TOBG-MED-712_940	3	6
TOBG-MED-712_945	1	0
TOBG-MED-712_949	1	0
TOBG-MED-712_951	1	0
TOBG-MED-712_954	1	0
TOBG-MED-712_958	1	0
TOBG-MED-712_96	1	0
TOBG-MED-712_963	1	0
TOBG-MED-712_964	2	0
TOBG-MED-712_966	3	11
TOBG-MED-712_969	1	0
TOBG-MED-712_978	1	0
TOBG-MED-712_979	1	0
TOBG-MED-712_980	1	0
TOBG-MED-712_983	1	0
TOBG-MED-712_985	1	0
TOBG-MED-712_988	1	0
TOBG-MED-712_99	1	0
TOBG-MED-712_991	2	0
TOBG-MED-712_993	1	0
TOBG-MED-712_994	1	4
TOBG-MED-712_996	1	0
TOBG-MED-714_1	1	0
TOBG-MED-714_100	5	1
TOBG-MED-714_1000	1	0
TOBG-MED-714_1001	3	0
TOBG-MED-714_1003	1	0
TOBG-MED-714_1004	1	1
TOBG-MED-714_1005	1	0
TOBG-MED-714_1008	2	0
TOBG-MED-714_101	1	0
TOBG-MED-714_1010	2	0
TOBG-MED-714_1011	2	0
TOBG-MED-714_1012	1	0
TOBG-MED-714_1013	3	0
TOBG-MED-714_1024	1	0
TOBG-MED-714_1027	3	0
TOBG-MED-714_1028	1	0
TOBG-MED-714_1030	3	0
TOBG-MED-714_1031	1	0
TOBG-MED-714_1033	2	0
TOBG-MED-714_1035	5	0
TOBG-MED-714_1036	1	0
TOBG-MED-714_1038	1	0
TOBG-MED-714_1039	2	11
TOBG-MED-714_1040	2	0
TOBG-MED-714_1042	4	0
TOBG-MED-714_1043	1	0
TOBG-MED-714_1044	1	0
TOBG-MED-714_1045	2	0
TOBG-MED-714_1049	1	0
TOBG-MED-714_105	4	96
TOBG-MED-714_1050	2	0
TOBG-MED-714_1052	2	0
TOBG-MED-714_1053	1	0
TOBG-MED-714_1054	2	0
TOBG-MED-714_1056	3	0
TOBG-MED-714_1059	1	5
TOBG-MED-714_1060	3	0
TOBG-MED-714_1061	4	0
TOBG-MED-714_1064	2	0
TOBG-MED-714_1065	1	0
TOBG-MED-714_1066	1	0
TOBG-MED-714_1067	2	0
TOBG-MED-714_1068	1	0
TOBG-MED-714_1070	3	0
TOBG-MED-714_1072	2	0
TOBG-MED-714_1074	1	0
TOBG-MED-714_1076	2	0
TOBG-MED-714_1078	1	0
TOBG-MED-714_1079	1	0
TOBG-MED-714_108	1	0
TOBG-MED-714_1082	7	0
TOBG-MED-714_1083	1	0
TOBG-MED-714_1084	2	0
TOBG-MED-714_1087	1	0
TOBG-MED-714_1088	1	0
TOBG-MED-714_109	1	0
TOBG-MED-714_1090	1	0
TOBG-MED-714_1091	2	0
TOBG-MED-714_1092	2	0
TOBG-MED-714_1097	1	0
TOBG-MED-714_1098	1	0
TOBG-MED-714_11	2	0
TOBG-MED-714_110	2	0
TOBG-MED-714_1103	1	0
TOBG-MED-714_1105	2	0
TOBG-MED-714_1106	3	0
TOBG-MED-714_1107	3	0
TOBG-MED-714_1111	1	0
TOBG-MED-714_1113	6	0
TOBG-MED-714_1115	1	0
TOBG-MED-714_1116	1	0
TOBG-MED-714_1117	1	0
TOBG-MED-714_1118	1	0
TOBG-MED-714_1119	1	6
TOBG-MED-714_112	1	0
TOBG-MED-714_1125	1	0
TOBG-MED-714_1126	1	0
TOBG-MED-714_113	2	0
TOBG-MED-714_1130	1	0
TOBG-MED-714_1132	2	0
TOBG-MED-714_1133	1	0
TOBG-MED-714_1135	1	0
TOBG-MED-714_114	4	0
TOBG-MED-714_1143	3	0
TOBG-MED-714_1144	1	0
TOBG-MED-714_1145	1	0
TOBG-MED-714_1146	5	0
TOBG-MED-714_1147	6	0
TOBG-MED-714_115	1	0
TOBG-MED-714_1151	4	0
TOBG-MED-714_1156	2	0
TOBG-MED-714_1157	1	0
TOBG-MED-714_116	3	7
TOBG-MED-714_1161	1	0
TOBG-MED-714_1162	3	0
TOBG-MED-714_1163	1	0
TOBG-MED-714_1165	1	0
TOBG-MED-714_1166	1	0
TOBG-MED-714_1169	3	0
TOBG-MED-714_117	1	0
TOBG-MED-714_1170	1	0
TOBG-MED-714_1172	1	0
TOBG-MED-714_1173	1	0
TOBG-MED-714_1175	2	0
TOBG-MED-714_1176	7	0
TOBG-MED-714_1178	2	5
TOBG-MED-714_118	3	0
TOBG-MED-714_1180	1	0
TOBG-MED-714_1181	3	0
TOBG-MED-714_1185	5	0
TOBG-MED-714_1187	4	0
TOBG-MED-714_1188	5	0
TOBG-MED-714_1191	3	5
TOBG-MED-714_1194	1	0
TOBG-MED-714_1197	2	0
TOBG-MED-714_1199	3	0
TOBG-MED-714_12	1	0
TOBG-MED-714_120	1	0
TOBG-MED-714_1200	1	0
TOBG-MED-714_1202	1	0
TOBG-MED-714_1203	1	0
TOBG-MED-714_1204	2	0
TOBG-MED-714_1206	2	0
TOBG-MED-714_1207	1	0
TOBG-MED-714_1208	3	0
TOBG-MED-714_121	4	0
TOBG-MED-714_1211	2	0
TOBG-MED-714_122	1	0
TOBG-MED-714_1221	1	0
TOBG-MED-714_1223	2	0
TOBG-MED-714_1224	2	0
TOBG-MED-714_1225	4	0
TOBG-MED-714_1226	2	0
TOBG-MED-714_1227	4	0
TOBG-MED-714_1228	3	0
TOBG-MED-714_1229	2	0
TOBG-MED-714_1232	3	0
TOBG-MED-714_1233	5	0
TOBG-MED-714_1236	6	8
TOBG-MED-714_1237	5	0
TOBG-MED-714_1238	4	0
TOBG-MED-714_1240	6	2
TOBG-MED-714_1241	4	0
TOBG-MED-714_1242	1	0
TOBG-MED-714_1246	2	0
TOBG-MED-714_1247	1	0
TOBG-MED-714_1248	3	0
TOBG-MED-714_125	1	0
TOBG-MED-714_1250	3	0
TOBG-MED-714_1251	4	0
TOBG-MED-714_1253	14	0
TOBG-MED-714_1254	10	0
TOBG-MED-714_1255	8	0
TOBG-MED-714_1256	2	0
TOBG-MED-714_1257	2	0
TOBG-MED-714_1258	9	12
TOBG-MED-714_1259	8	0
TOBG-MED-714_1260	19	0
TOBG-MED-714_127	4	0
TOBG-MED-714_13	3	0
TOBG-MED-714_130	1	0
TOBG-MED-714_131	1	0
TOBG-MED-714_136	3	0
TOBG-MED-714_138	1	0
TOBG-MED-714_139	1	0
TOBG-MED-714_146	3	0
TOBG-MED-714_148	2	0
TOBG-MED-714_156	2	0
TOBG-MED-714_157	1	0
TOBG-MED-714_161	1	0
TOBG-MED-714_169	1	0
TOBG-MED-714_17	1	0
TOBG-MED-714_171	1	0
TOBG-MED-714_177	1	0
TOBG-MED-714_184	4	0
TOBG-MED-714_185	7	0
TOBG-MED-714_186	2	0
TOBG-MED-714_188	1	0
TOBG-MED-714_189	8	35
TOBG-MED-714_193	1	0
TOBG-MED-714_194	2	0
TOBG-MED-714_195	2	0
TOBG-MED-714_196	1	0
TOBG-MED-714_198	1	0
TOBG-MED-714_2	1	0
TOBG-MED-714_200	2	0
TOBG-MED-714_206	4	0
TOBG-MED-714_207	2	0
TOBG-MED-714_208	3	0
TOBG-MED-714_209	1	0
TOBG-MED-714_210	3	0
TOBG-MED-714_211	2	10
TOBG-MED-714_212	3	0
TOBG-MED-714_213	1	0
TOBG-MED-714_214	1	0
TOBG-MED-714_216	3	0
TOBG-MED-714_217	2	0
TOBG-MED-714_218	1	0
TOBG-MED-714_219	1	0
TOBG-MED-714_22	1	0
TOBG-MED-714_221	5	0
TOBG-MED-714_222	3	3
TOBG-MED-714_223	3	0
TOBG-MED-714_224	1	0
TOBG-MED-714_225	1	0
TOBG-MED-714_227	2	0
TOBG-MED-714_228	1	0
TOBG-MED-714_23	5	0
TOBG-MED-714_231	1	0
TOBG-MED-714_233	2	0
TOBG-MED-714_235	1	0
TOBG-MED-714_238	1	0
TOBG-MED-714_239	2	0
TOBG-MED-714_24	2	0
TOBG-MED-714_241	1	0
TOBG-MED-714_244	1	0
TOBG-MED-714_245	3	0
TOBG-MED-714_247	1	0
TOBG-MED-714_248	2	0
TOBG-MED-714_25	1	0
TOBG-MED-714_250	2	0
TOBG-MED-714_251	2	0
TOBG-MED-714_253	6	8
TOBG-MED-714_254	2	0
TOBG-MED-714_256	7	3
TOBG-MED-714_257	4	0
TOBG-MED-714_258	1	4
TOBG-MED-714_259	5	9
TOBG-MED-714_260	3	0
TOBG-MED-714_261	6	0
TOBG-MED-714_262	3	0
TOBG-MED-714_264	1	0
TOBG-MED-714_268	4	0
TOBG-MED-714_269	1	0
TOBG-MED-714_27	2	0
TOBG-MED-714_272	2	0
TOBG-MED-714_275	2	0
TOBG-MED-714_276	2	0
TOBG-MED-714_278	1	0
TOBG-MED-714_279	1	0
TOBG-MED-714_28	1	0
TOBG-MED-714_286	1	0
TOBG-MED-714_287	1	0
TOBG-MED-714_289	1	0
TOBG-MED-714_290	1	0
TOBG-MED-714_294	1	0
TOBG-MED-714_295	1	0
TOBG-MED-714_299	2	0
TOBG-MED-714_3	1	0
TOBG-MED-714_300	1	0
TOBG-MED-714_302	1	0
TOBG-MED-714_305	3	0
TOBG-MED-714_306	2	28
TOBG-MED-714_308	1	0
TOBG-MED-714_31	1	0
TOBG-MED-714_310	1	0
TOBG-MED-714_311	1	0
TOBG-MED-714_312	1	0
TOBG-MED-714_313	2	0
TOBG-MED-714_314	1	0
TOBG-MED-714_316	2	0
TOBG-MED-714_320	1	0
TOBG-MED-714_321	1	0
TOBG-MED-714_322	1	0
TOBG-MED-714_325	3	0
TOBG-MED-714_329	4	0
TOBG-MED-714_33	1	0
TOBG-MED-714_330	18	0
TOBG-MED-714_331	11	0
TOBG-MED-714_332	5	0
TOBG-MED-714_333	8	1
TOBG-MED-714_334	19	0
TOBG-MED-714_335	10	0
TOBG-MED-714_336	4	0
TOBG-MED-714_337	1	0
TOBG-MED-714_339	1	0
TOBG-MED-714_341	5	2
TOBG-MED-714_342	6	37
TOBG-MED-714_343	21	0
TOBG-MED-714_344	32	17
TOBG-MED-714_345	9	0
TOBG-MED-714_346	1	0
TOBG-MED-714_347	3	0
TOBG-MED-714_348	4	0
TOBG-MED-714_349	1	0
TOBG-MED-714_351	1	0
TOBG-MED-714_353	1	0
TOBG-MED-714_358	1	0
TOBG-MED-714_359	1	0
TOBG-MED-714_360	1	0
TOBG-MED-714_362	1	0
TOBG-MED-714_364	1	0
TOBG-MED-714_365	1	0
TOBG-MED-714_366	4	0
TOBG-MED-714_367	2	0
TOBG-MED-714_37	2	0
TOBG-MED-714_371	1	0
TOBG-MED-714_373	1	0
TOBG-MED-714_374	5	21
TOBG-MED-714_376	1	0
TOBG-MED-714_377	2	0
TOBG-MED-714_379	1	0
TOBG-MED-714_38	3	0
TOBG-MED-714_382	1	0
TOBG-MED-714_384	1	0
TOBG-MED-714_385	3	0
TOBG-MED-714_39	1	0
TOBG-MED-714_390	2	0
TOBG-MED-714_391	3	0
TOBG-MED-714_392	1	0
TOBG-MED-714_393	6	0
TOBG-MED-714_394	1	0
TOBG-MED-714_395	2	0
TOBG-MED-714_396	3	0
TOBG-MED-714_397	1	0
TOBG-MED-714_398	3	0
TOBG-MED-714_399	5	0
TOBG-MED-714_40	1	0
TOBG-MED-714_400	1	0
TOBG-MED-714_402	5	0
TOBG-MED-714_403	1	0
TOBG-MED-714_406	2	0
TOBG-MED-714_408	2	0
TOBG-MED-714_410	1	0
TOBG-MED-714_411	4	0
TOBG-MED-714_413	1	0
TOBG-MED-714_414	1	0
TOBG-MED-714_415	1	0
TOBG-MED-714_417	2	0
TOBG-MED-714_419	1	0
TOBG-MED-714_42	2	0
TOBG-MED-714_429	7	0
TOBG-MED-714_43	3	0
TOBG-MED-714_430	2	0
TOBG-MED-714_432	1	0
TOBG-MED-714_433	2	0
TOBG-MED-714_437	5	0
TOBG-MED-714_439	1	0
TOBG-MED-714_44	3	0
TOBG-MED-714_441	1	0
TOBG-MED-714_443	1	0
TOBG-MED-714_446	1	0
TOBG-MED-714_448	2	0
TOBG-MED-714_449	1	0
TOBG-MED-714_451	1	0
TOBG-MED-714_456	1	0
TOBG-MED-714_457	1	0
TOBG-MED-714_458	2	0
TOBG-MED-714_459	1	0
TOBG-MED-714_46	3	6
TOBG-MED-714_460	1	0
TOBG-MED-714_463	1	0
TOBG-MED-714_465	1	0
TOBG-MED-714_466	1	0
TOBG-MED-714_467	2	0
TOBG-MED-714_469	2	0
TOBG-MED-714_470	1	0
TOBG-MED-714_472	4	0
TOBG-MED-714_473	1	0
TOBG-MED-714_474	3	0
TOBG-MED-714_475	6	2
TOBG-MED-714_476	3	0
TOBG-MED-714_478	2	0
TOBG-MED-714_481	4	0
TOBG-MED-714_482	3	0
TOBG-MED-714_483	6	0
TOBG-MED-714_484	15	0
TOBG-MED-714_485	2	0
TOBG-MED-714_486	6	0
TOBG-MED-714_487	3	1
TOBG-MED-714_488	9	0
TOBG-MED-714_489	12	357
TOBG-MED-714_49	3	9
TOBG-MED-714_490	1	0
TOBG-MED-714_491	1	0
TOBG-MED-714_493	1	0
TOBG-MED-714_495	3	0
TOBG-MED-714_497	4	0
TOBG-MED-714_498	5	0
TOBG-MED-714_5	2	0
TOBG-MED-714_501	1	0
TOBG-MED-714_502	1	0
TOBG-MED-714_503	1	0
TOBG-MED-714_506	2	0
TOBG-MED-714_507	7	0
TOBG-MED-714_508	6	0
TOBG-MED-714_51	25	4
TOBG-MED-714_511	1	0
TOBG-MED-714_513	2	0
TOBG-MED-714_514	4	0
TOBG-MED-714_515	2	0
TOBG-MED-714_516	6	0
TOBG-MED-714_517	7	0
TOBG-MED-714_518	2	0
TOBG-MED-714_52	3	11
TOBG-MED-714_520	2	0
TOBG-MED-714_521	2	0
TOBG-MED-714_522	2	0
TOBG-MED-714_523	2	0
TOBG-MED-714_524	2	0
TOBG-MED-714_525	2	0
TOBG-MED-714_526	2	0
TOBG-MED-714_527	3	0
TOBG-MED-714_53	3	0
TOBG-MED-714_531	7	0
TOBG-MED-714_533	2	0
TOBG-MED-714_535	1	0
TOBG-MED-714_536	5	0
TOBG-MED-714_537	3	0
TOBG-MED-714_538	5	0
TOBG-MED-714_539	1	0
TOBG-MED-714_54	9	21
TOBG-MED-714_540	3	0
TOBG-MED-714_541	3	0
TOBG-MED-714_546	3	0
TOBG-MED-714_549	1	0
TOBG-MED-714_55	2	0
TOBG-MED-714_552	1	0
TOBG-MED-714_56	2	0
TOBG-MED-714_560	1	0
TOBG-MED-714_565	1	0
TOBG-MED-714_567	1	0
TOBG-MED-714_568	6	0
TOBG-MED-714_569	3	0
TOBG-MED-714_57	7	23
TOBG-MED-714_571	3	0
TOBG-MED-714_577	1	0
TOBG-MED-714_579	1	0
TOBG-MED-714_58	6	16
TOBG-MED-714_580	2	0
TOBG-MED-714_582	1	0
TOBG-MED-714_583	1	0
TOBG-MED-714_585	1	0
TOBG-MED-714_589	4	0
TOBG-MED-714_59	10	0
TOBG-MED-714_593	2	0
TOBG-MED-714_594	1	0
TOBG-MED-714_596	2	0
TOBG-MED-714_598	3	0
TOBG-MED-714_6	2	0
TOBG-MED-714_60	6	10
TOBG-MED-714_600	1	0
TOBG-MED-714_603	1	0
TOBG-MED-714_604	2	0
TOBG-MED-714_606	21	0
TOBG-MED-714_607	13	0
TOBG-MED-714_608	2	0
TOBG-MED-714_61	10	0
TOBG-MED-714_610	3	0
TOBG-MED-714_611	3	0
TOBG-MED-714_612	6	9
TOBG-MED-714_613	5	0
TOBG-MED-714_614	1	0
TOBG-MED-714_619	2	0
TOBG-MED-714_62	4	0
TOBG-MED-714_623	1	0
TOBG-MED-714_628	2	0
TOBG-MED-714_63	21	9
TOBG-MED-714_630	1	0
TOBG-MED-714_635	1	0
TOBG-MED-714_637	1	0
TOBG-MED-714_638	2	0
TOBG-MED-714_639	1	0
TOBG-MED-714_643	4	0
TOBG-MED-714_644	2	0
TOBG-MED-714_646	2	0
TOBG-MED-714_648	1	0
TOBG-MED-714_649	1	0
TOBG-MED-714_65	2	0
TOBG-MED-714_651	5	0
TOBG-MED-714_652	3	6
TOBG-MED-714_653	2	0
TOBG-MED-714_654	2	0
TOBG-MED-714_655	1	0
TOBG-MED-714_656	2	0
TOBG-MED-714_657	2	0
TOBG-MED-714_658	6	0
TOBG-MED-714_66	14	0
TOBG-MED-714_660	8	0
TOBG-MED-714_665	1	5
TOBG-MED-714_669	3	4
TOBG-MED-714_67	9	0
TOBG-MED-714_670	3	0
TOBG-MED-714_671	3	1
TOBG-MED-714_673	1	0
TOBG-MED-714_674	3	0
TOBG-MED-714_675	1	0
TOBG-MED-714_68	7	0
TOBG-MED-714_681	3	0
TOBG-MED-714_685	2	0
TOBG-MED-714_686	9	5
TOBG-MED-714_688	1	0
TOBG-MED-714_69	1	0
TOBG-MED-714_691	1	0
TOBG-MED-714_692	3	0
TOBG-MED-714_699	3	0
TOBG-MED-714_702	3	0
TOBG-MED-714_703	4	0
TOBG-MED-714_704	1	0
TOBG-MED-714_707	1	0
TOBG-MED-714_708	2	0
TOBG-MED-714_709	6	0
TOBG-MED-714_712	24	4
TOBG-MED-714_713	8	0
TOBG-MED-714_714	5	0
TOBG-MED-714_715	1	0
TOBG-MED-714_717	2	0
TOBG-MED-714_718	1	0
TOBG-MED-714_719	2	0
TOBG-MED-714_72	3	0
TOBG-MED-714_721	2	0
TOBG-MED-714_723	1	0
TOBG-MED-714_73	2	1
TOBG-MED-714_731	4	0
TOBG-MED-714_734	8	0
TOBG-MED-714_735	1	0
TOBG-MED-714_736	2	0
TOBG-MED-714_737	7	0
TOBG-MED-714_738	6	0
TOBG-MED-714_74	1	0
TOBG-MED-714_740	2	0
TOBG-MED-714_742	4	0
TOBG-MED-714_743	4	0
TOBG-MED-714_744	1	0
TOBG-MED-714_747	1	0
TOBG-MED-714_749	1	0
TOBG-MED-714_751	2	0
TOBG-MED-714_752	1	0
TOBG-MED-714_754	3	0
TOBG-MED-714_756	1	1
TOBG-MED-714_757	1	0
TOBG-MED-714_76	3	0
TOBG-MED-714_761	1	0
TOBG-MED-714_762	1	0
TOBG-MED-714_763	1	0
TOBG-MED-714_764	1	0
TOBG-MED-714_766	1	10
TOBG-MED-714_771	2	0
TOBG-MED-714_773	2	6
TOBG-MED-714_774	7.271	12.989
TOBG-MED-714_777	5	0
TOBG-MED-714_778	8	0
TOBG-MED-714_779	1	0
TOBG-MED-714_78	1	0
TOBG-MED-714_781	1	0
TOBG-MED-714_786	1	0
TOBG-MED-714_789	2	0
TOBG-MED-714_79	3	0
TOBG-MED-714_793	1	0
TOBG-MED-714_795	2	0
TOBG-MED-714_796	1	0
TOBG-MED-714_797	2	0
TOBG-MED-714_80	4	0
TOBG-MED-714_800	4	0
TOBG-MED-714_801	1	0
TOBG-MED-714_802	2	0
TOBG-MED-714_803	4	0
TOBG-MED-714_804	1	0
TOBG-MED-714_805	1	0
TOBG-MED-714_806	5	0
TOBG-MED-714_807	2	10
TOBG-MED-714_81	2	0
TOBG-MED-714_811	3	0
TOBG-MED-714_813	2	0
TOBG-MED-714_814	8	0
TOBG-MED-714_815	4	0
TOBG-MED-714_816	1	0
TOBG-MED-714_818	1	0
TOBG-MED-714_819	2	0
TOBG-MED-714_82	3	0
TOBG-MED-714_820	2	0
TOBG-MED-714_823	1	0
TOBG-MED-714_824	1	0
TOBG-MED-714_829	4	0
TOBG-MED-714_83	2	5
TOBG-MED-714_831	2	0
TOBG-MED-714_832	2	0
TOBG-MED-714_833	1	0
TOBG-MED-714_834	3	0
TOBG-MED-714_835	1	0
TOBG-MED-714_836	2	0
TOBG-MED-714_837	1	0
TOBG-MED-714_84	4	13
TOBG-MED-714_840	2	0
TOBG-MED-714_841	2	0
TOBG-MED-714_842	2	0
TOBG-MED-714_849	1	0
TOBG-MED-714_85	5	7
TOBG-MED-714_851	1	0
TOBG-MED-714_852	1	0
TOBG-MED-714_853	1	0
TOBG-MED-714_854	3	0
TOBG-MED-714_855	3	0
TOBG-MED-714_857	2	0
TOBG-MED-714_86	14	0
TOBG-MED-714_864	1	9
TOBG-MED-714_869	1	0
TOBG-MED-714_87	6	0
TOBG-MED-714_873	3	0
TOBG-MED-714_876	2	0
TOBG-MED-714_877	6	0
TOBG-MED-714_879	1	0
TOBG-MED-714_882	5	0
TOBG-MED-714_883	3	0
TOBG-MED-714_884	1	0
TOBG-MED-714_886	1	0
TOBG-MED-714_887	4	0
TOBG-MED-714_888	1	0
TOBG-MED-714_89	4	0
TOBG-MED-714_893	2	0
TOBG-MED-714_897	2	0
TOBG-MED-714_90	2	4
TOBG-MED-714_903	1	0
TOBG-MED-714_904	1	0
TOBG-MED-714_905	4	0
TOBG-MED-714_906	1	0
TOBG-MED-714_907	5	0
TOBG-MED-714_908	1	0
TOBG-MED-714_91	1	0
TOBG-MED-714_910	1	0
TOBG-MED-714_911	1	0
TOBG-MED-714_914	3	0
TOBG-MED-714_915	2	0
TOBG-MED-714_917	1	0
TOBG-MED-714_918	2	0
TOBG-MED-714_919	2	0
TOBG-MED-714_92	12	3
TOBG-MED-714_920	1	0
TOBG-MED-714_921	1	0
TOBG-MED-714_922	1	0
TOBG-MED-714_93	3	0
TOBG-MED-714_936	6	11
TOBG-MED-714_937	1	0
TOBG-MED-714_939	1	0
TOBG-MED-714_94	4	0
TOBG-MED-714_941	4	0
TOBG-MED-714_943	1	0
TOBG-MED-714_945	2	0
TOBG-MED-714_946	1	0
TOBG-MED-714_947	1	0
TOBG-MED-714_95	3	0
TOBG-MED-714_950	2	0
TOBG-MED-714_951	1	0
TOBG-MED-714_952	1	0
TOBG-MED-714_953	1	0
TOBG-MED-714_955	6	0
TOBG-MED-714_956	1	0
TOBG-MED-714_957	1	0
TOBG-MED-714_96	4	0
TOBG-MED-714_961	1	0
TOBG-MED-714_962	1	0
TOBG-MED-714_963	1	0
TOBG-MED-714_964	1	0
TOBG-MED-714_965	2	0
TOBG-MED-714_966	1	0
TOBG-MED-714_968	2	0
TOBG-MED-714_97	6	0
TOBG-MED-714_970	1	0
TOBG-MED-714_971	2	0
TOBG-MED-714_973	1	0
TOBG-MED-714_975	2	5
TOBG-MED-714_976	1	0
TOBG-MED-714_978	1	0
TOBG-MED-714_98	6	0
TOBG-MED-714_980	2	0
TOBG-MED-714_983	1	0
TOBG-MED-714_984	6	0
TOBG-MED-714_987	1	0
TOBG-MED-714_989	3	1
TOBG-MED-714_99	3	0
TOBG-MED-714_991	1	0
TOBG-MED-714_993	1	0
TOBG-MED-714_995	2	0
TOBG-MED-714_996	2	42
TOBG-MED-714_997	3	83
TOBG-MED-714_998	1	0
TOBG-MED-714_999	3	0
TOBG-MED-715_10	1	0
TOBG-MED-715_1000	2	0
TOBG-MED-715_1001	1	0
TOBG-MED-715_1002	2	0
TOBG-MED-715_1005	3	0
TOBG-MED-715_1006	2	0
TOBG-MED-715_1008	1	0
TOBG-MED-715_1009	2	0
TOBG-MED-715_101	3	0
TOBG-MED-715_1011	2	0
TOBG-MED-715_1014	1	0
TOBG-MED-715_1015	2	0
TOBG-MED-715_1018	1	0
TOBG-MED-715_1019	1	0
TOBG-MED-715_102	1	0
TOBG-MED-715_1020	2	0
TOBG-MED-715_1021	1	0
TOBG-MED-715_1025	1	0
TOBG-MED-715_1026	2	0
TOBG-MED-715_1027	2	0
TOBG-MED-715_1029	1	0
TOBG-MED-715_103	1	0
TOBG-MED-715_1030	1	0
TOBG-MED-715_1033	2	0
TOBG-MED-715_1036	6	0
TOBG-MED-715_1039	1	0
TOBG-MED-715_104	2	0
TOBG-MED-715_1041	1	0
TOBG-MED-715_1043	2	0
TOBG-MED-715_1046	7	0
TOBG-MED-715_1047	3	0
TOBG-MED-715_1049	2	0
TOBG-MED-715_105	2	0
TOBG-MED-715_1051	1	0
TOBG-MED-715_1052	2	0
TOBG-MED-715_1054	1	0
TOBG-MED-715_1055	2	0
TOBG-MED-715_1056	2	0
TOBG-MED-715_1058	3	0
TOBG-MED-715_1060	1	0
TOBG-MED-715_1061	1	0
TOBG-MED-715_1063	3	0
TOBG-MED-715_1064	2	0
TOBG-MED-715_1065	1	0
TOBG-MED-715_1066	5	0
TOBG-MED-715_1068	1	0
TOBG-MED-715_1069	1	0
TOBG-MED-715_1070	1	0
TOBG-MED-715_1071	2	14.004
TOBG-MED-715_1077	2	0
TOBG-MED-715_1078	1	0
TOBG-MED-715_1079	4	0
TOBG-MED-715_108	2	0
TOBG-MED-715_1080	3	0
TOBG-MED-715_1081	1	0
TOBG-MED-715_1083	2	0
TOBG-MED-715_1084	1	0
TOBG-MED-715_1086	2	0
TOBG-MED-715_1087	2	0
TOBG-MED-715_1088	3	0
TOBG-MED-715_1092	2	0
TOBG-MED-715_1093	1	0
TOBG-MED-715_1094	2	0
TOBG-MED-715_1097	2	0
